Country Name,Country Code,Series,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Samoa,WSM,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,1.13244,1.3866,1.75883,..,..,..,..,..,..,..,..,..,..,..,..,..,1.54206,..,..,..,..,..,..,..,..
San Marino,SMR,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,1.03884,0.96661,..,..,..,..,..,1.17041,1.14201,..,..,..,..,..,..
San Marino,SMR,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,0.25652,0.29087,..,..,..,..,..,0.23014,0.23642,..,..,..,..,..,..
San Marino,SMR,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,..,..,..,0.83322,0.90067,..,..,..,..,..,1.16068,1.2252,..,..,..,..,..,..
Sao Tome and Principe,STP,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,1.34746,1.60175,0.84754,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,1.02228,0.49033,0.35991,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,3.26637,3.16563,2.0925,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.59,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.27,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.43,..,..,..,..,..,..,..
Saudi Arabia,SAU,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,1.9752,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,2.22571,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Senegal,SEN,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.08,..,..,..,..,..,..,..
Senegal,SEN,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.42,..,..,..,..,..,..,..
Senegal,SEN,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.25,..,..,..,..,..,..,..
Senegal,SEN,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,0.9096,0.95372,..,0.9594,1.20259,1.44544,1.38992,1.31607,1.55414,1.90635,1.60127,0.85152,..,0.81298,..,..,..,..,..,..
Senegal,SEN,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,0.8918,0.88587,..,0.97861,1.26874,1.39017,1.37007,1.28244,1.9052,1.64969,1.752,1.43548,..,1.58729,..,..,..,..,..,..
Senegal,SEN,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,1.69651,1.70767,..,1.79118,2.3147,2.23949,2.01725,1.99035,2.01861,1.99382,1.86399,1.60129,..,1.53079,..,..,..,..,..,..
Serbia,SRB,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.3,..,..,..,..,..,..,..
Serbia,SRB,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.44,..,..,..,..,..,..,..
Serbia,SRB,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.37,..,..,..,..,..,..,..
Serbia,SRB,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,1.02081,1.05417,1.05769,1.00659,0.98066,..,..,..,0.86715,..,..,2.49125,..,..,..,..,..,..
Serbia,SRB,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,1.08821,1.21274,1.2393,1.25861,1.2372,1.21279,..,..,1.14108,1.05228,1.11193,0.98965,..,..,..,..,..,..
Serbia,SRB,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,2.02544,2.09834,2.1136,1.98454,1.91813,..,..,..,1.71792,..,..,..,..,..,..,..,..,..
Seychelles,SYC,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.6,..,..,..,..,..,..,..
Seychelles,SYC,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.75,..,..,..,..,..,..,..
Seychelles,SYC,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.68,..,..,..,..,..,..,..
Seychelles,SYC,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,1.35608,1.55367,..,..,..,..,..,..,..,0.58302,0.82708,1.02183,1.3199,..,1.20029,..,..,..,..,..,..,..,..
Seychelles,SYC,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,0.90577,..,..,..,0.85363,..,..,..,..,..,0.04424,0.04877,0.04602,..,0.95652,..,..,..,..,..,..,..,..
Seychelles,SYC,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,1.66249,1.7641,..,..,..,..,..,..,..,0.8641,1.01202,1.24047,1.52877,..,1.35154,..,..,..,..,..,..,..,..
Sierra Leone,SLE,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,..,..,..,..,..,..,..
Sierra Leone,SLE,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.91,..,..,..,..,..,..,..
Sierra Leone,SLE,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.95,..,..,..,..,..,..,..
Sierra Leone,SLE,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,0.63337,0.60299,0.7876,0.68227,0.70176,0.69136,0.52727,0.62264,..,0.3669,0.93762,1.43098,1.47145,..,..,..,..,..
Sierra Leone,SLE,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,0.47882,0.50265,0.54891,0.50838,0.47853,0.66689,0.61697,0.81833,..,1.59577,2.73604,3.24006,3.09636,..,..,..,..,..
Sierra Leone,SLE,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,1.3315,1.21064,1.35824,1.31304,1.40269,1.42257,1.16273,1.14757,..,1.09112,0.9451,2.16852,2.99333,..,..,..,..,..
Singapore,SGP,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.87,..,..,..,..,..,..,..
Singapore,SGP,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.9,..,..,..,..,..,..,..
Singapore,SGP,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.89,..,..,..,..,..,..,..
Singapore,SGP,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,0.70774,0.74687,0.76914,0.72237,0.65942,0.65542,..,..,0.65309,0.69034,0.65218,..,..,..,..,..,..
Singapore,SGP,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,0.901,1.03599,1.08005,1.07988,1.16801,1.00713,..,..,0.9889,0.81771,0.87305,..,..,..,..,..,..
Singapore,SGP,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,..,0.6212,0.65087,0.64166,0.61349,0.63153,0.62749,..,..,0.66093,0.73889,0.72789,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.96,..,..,..,..,..,..,..
Slovak Republic,SVK,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.97,..,..,..,..,..,..,..
Slovak Republic,SVK,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.97,..,..,..,..,..,..,..
Slovak Republic,SVK,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,1.972,2.01729,2.26011,2.12799,2.0666,1.8386,1.72094,1.64304,1.60942,1.88645,1.91736,1.75195,1.70693,1.74142,1.7663,1.74458,1.65012,1.70312,..,..,..,..,..,..,..
Slovak Republic,SVK,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,0.71005,0.80797,0.85588,0.82749,0.96027,0.78964,0.87782,0.76841,0.75818,0.79254,0.80166,0.91839,0.92745,0.96479,0.97086,1.37568,0.83304,0.78592,..,..,..,..,..,..,..
Slovak Republic,SVK,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,0.60448,0.58619,0.58288,0.62935,0.54952,0.64446,0.65255,0.65022,0.63348,0.7372,0.84364,0.74842,0.72601,0.80135,0.80423,0.87965,0.86902,0.88245,..,..,..,..,..,..,..
Slovenia,SVN,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.61,..,..,..,..,..,..,..
Slovenia,SVN,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.67,..,..,..,..,..,..,..
Slovenia,SVN,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.64,..,..,..,..,..,..,..
Slovenia,SVN,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,2.83249,2.67103,2.65744,..,..,..,..,..,..,2.05638,2.01447,1.88689,1.82914,1.75785,1.68833,1.65729,1.64746,..,..,..,..,..,..,..
Slovenia,SVN,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,1.25267,1.25122,1.27344,1.2792,1.2344,1.21697,1.1926,1.19043,1.34716,1.3335,1.34097,1.19364,1.11,1.04583,0.9755,0.94787,0.946,..,..,..,..,..,..,..
Slovenia,SVN,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,1.11242,1.18661,1.24124,..,..,..,..,..,..,1.58196,1.55649,1.56114,1.50997,1.49431,1.39119,1.38124,1.36659,..,..,..,..,..,..,..
Small states,SST,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Small states,SST,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Small states,SST,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Small states,SST,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Small states,SST,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Small states,SST,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.36,..,..,..,..,..,..,..
Solomon Islands,SLB,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.07,..,..,..,..,..,..,..
Solomon Islands,SLB,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.22,..,..,..,..,..,..,..
Solomon Islands,SLB,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.36,..,..,..,..,..,..,..
South Africa,ZAF,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.27,..,..,..,..,..,..,..
South Africa,ZAF,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.31,..,..,..,..,..,..,..
South Africa,ZAF,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,1.70531,1.6055,1.58386,1.71625,1.80607,1.64943,1.5773,1.67549,1.5141,1.62073,1.79945,1.96274,1.92781,..,1.85752,1.82666,..,1.79787,1.89455,1.93661,..,..,..,..,..
South Africa,ZAF,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,0.79192,0.74868,0.74212,0.68647,0.67534,0.76226,0.65172,0.65138,0.63305,0.65785,0.67959,0.69814,0.75904,0.74621,0.73679,0.74735,..,0.87793,0.93934,1.134,..,..,..,..,..
South Africa,ZAF,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,2.50038,2.2834,2.23663,2.02843,2.05018,2.17453,2.28804,2.10364,1.9821,2.15693,2.42962,2.41457,2.54331,..,2.34581,..,..,2.37714,2.38651,2.43904,..,..,..,..,..
South Asia,SAS,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia,SAS,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia,SAS,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia,SAS,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia,SAS,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia,SAS,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.9,..,..,..,..,..,..,..
South Sudan,SSD,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.55,..,..,..,..,..,..,..
South Sudan,SSD,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.24,..,..,..,..,..,..,..
South Sudan,SSD,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,..,0.11371,..,0.10913,0.20464,0.2637,0.18876,..,..,..,..,..,..,..,..
South Sudan,SSD,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,..,0.24397,..,0.23702,0.30422,0.40462,0.77868,..,..,..,..,..,..,..,..
South Sudan,SSD,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,0.60236,..,0.63957,0.7091,0.78804,0.56135,..,..,..,..,..,..,..,..
Spain,ESP,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.01,..,..,..,..,..,..,..
Spain,ESP,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.22,..,..,..,..,..,..,..
Spain,ESP,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.11,..,..,..,..,..,..,..
Spain,ESP,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,1.82242,1.71915,1.71135,1.68001,1.65232,1.63497,1.64061,1.622,1.70522,1.84204,1.79534,1.81044,1.66843,1.60577,1.58106,1.57762,1.57763,1.56259,..,..,..,..,..,..,..
Spain,ESP,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,0.90776,0.93757,0.94443,0.96901,0.95191,0.9269,0.93125,0.97265,1.04507,1.12137,1.13794,1.14751,0.99697,0.97624,0.96784,0.95839,0.92121,0.93431,..,..,..,..,..,..,..
Spain,ESP,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,1.07593,1.07261,1.06748,1.07328,1.08033,1.06817,1.0758,1.08125,1.14958,1.24293,1.24047,1.2509,1.15974,1.1365,1.13298,1.14204,1.13874,1.13227,..,..,..,..,..,..,..
Sri Lanka,LKA,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.95,..,..,..,..,..,..,..
Sri Lanka,LKA,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.98,..,..,..,..,..,..,..
Sri Lanka,LKA,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.97,..,..,..,..,..,..,..
Sri Lanka,LKA,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,0.00891,..,..,..,..,..,..,..,0.99072,0.91425,0.93057,0.75975,0.79572,0.91051,1.04999,1.73875,1.43262,0.97165,..,..,..,..,..,..
Sri Lanka,LKA,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,0.35996,..,..,..,..,..,..,..,0.37407,0.28219,0.3212,0.28022,0.34245,0.38979,0.43199,0.41817,0.3629,0.4406,..,..,..,..,..,..
Sri Lanka,LKA,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,..,..,0.58185,0.43024,0.43792,0.35753,0.37271,0.55416,0.63085,1.20366,0.93434,0.6342,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.06378,1.40168,..,..,..,..,..,..,..,..
